Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Genere;BitrateKbps;EsStereo;DuradaSegons;Narrador;Idioma;Capitols
297;Short Story Collection Vol. 002;Various;0;;https://archive.org/compress/stories_002_librivox/formats=64KBPS MP3&file=/stories_002_librivox.zip;Misteri;Kbps192;True;12882;Various;English;10
298;Short Story Collection Vol. 003;Various;0;VeuNarrativa|LletrAferit;https://archive.org/compress/stories_003_librivox/formats=64KBPS MP3&file=/stories_003_librivox.zip;Biografia;Kbps64;True;23352;Various;English;20
299;Short Story Collection Vol. 004;Various;0;;https://archive.org/compress/stories_004_librivox/formats=64KBPS MP3&file=/stories_004_librivox.zip;Històric;Kbps96;True;26873;Various;English;20
300;Short Story Collection Vol. 005;Various;0;;https://archive.org/compress/story_5_librivox/formats=64KBPS MP3&file=/story_5_librivox.zip;Ciència-ficció;Kbps128;True;25683;Various;English;20
301;Sky Island;L. Frank Baum;1912;InterpretacioVocal;https://archive.org/compress/sky_island_librivox/formats=64KBPS MP3&file=/sky_island_librivox.zip;Fantasia;Kbps192;True;20454;L. Frank Baum;English;30
302;Song (Donne version);John Donne;1896;EnregistramentEstudi|LecturaEnCatala|LletrAferit|ExperienciaAuditiva|DissenySonor|InterpretacioVocal;https://archive.org/compress/song_librivox/formats=64KBPS MP3&file=/song_librivox.zip;Ficció;Kbps64;True;621;John Donne;English;7
304;On Liberty;John Stuart Mill;1859;LecturaEnCatala|InterpretacioVocal|ProduccioEditorial|CulturaSonora|VeuNarrativa|ExperienciaAuditiva;https://archive.org/compress/on_liberty_librivox/formats=64KBPS MP3&file=/on_liberty_librivox.zip;No-ficció;Kbps96;True;19314;John Stuart Mill;English;6
305;Bible (DRV) Apocrypha/Deuterocanon: Judith;Douay-Rheims Version (DRV);1752;LletrAferit|CulturaSonora|AudioImmersiu|LecturaEnCatala|InterpretacioVocal|ExperienciaAuditiva;https://archive.org/compress/book_of_judith_librivox/formats=64KBPS MP3&file=/book_of_judith_librivox.zip;Ficció;Kbps128;True;4091;Douay-Rheims Version (DRV);English;2
306;Reginald;Saki;1904;AudioImmersiu|DissenySonor|CulturaSonora;https://archive.org/compress/reginald_0709_librivox/formats=64KBPS MP3&file=/reginald_0709_librivox.zip;Ciència-ficció;Kbps128;True;5887;Saki;English;15
308;Red House Mystery;A. A. Milne;1922;AudioImmersiu|ExperienciaAuditiva|NarracioIntegra|CulturaSonora;https://archive.org/compress/red_house_mystery_librivox/formats=64KBPS MP3&file=/red_house_mystery_librivox.zip;Històric;Kbps128;True;24946;A. A. Milne;English;22
309;Roughing It in the Bush;Susanna Moodie;1852;ExperienciaAuditiva|EnregistramentEstudi;https://archive.org/compress/roughing_in_bush_mf_librivox/formats=64KBPS MP3&file=/roughing_in_bush_mf_librivox.zip;Misteri;Kbps128;True;67682;Susanna Moodie;English;34
310;Faerie Queene  Book 1;Edmund Spenser;1590;CulturaSonora|AudioImmersiu;https://archive.org/compress/faeriequeene1_0906_librivox/formats=64KBPS MP3&file=/faeriequeene1_0906_librivox.zip;Fantasia;Kbps360;True;19327;Edmund Spenser;English;13
312;Chronicles of Canada Volume 01 - The Dawn of Canadian History: A Chronicle of Aboriginal Canada;Stephen Leacock;1914;LecturaEnCatala;https://archive.org/compress/aboriginal_canada/formats=64KBPS MP3&file=/aboriginal_canada.zip;Biografia;Kbps192;True;8041;Stephen Leacock;English;6
313;Chronicles of Canada Volume 02 - Mariner of St. Malo: A Chronicle of the Voyages of Jacques Cartier;Stephen Leacock;1914;CulturaSonora|ProduccioEditorial|DissenySonor;https://archive.org/compress/jacques_cartier/formats=64KBPS MP3&file=/jacques_cartier.zip;Ficció;Kbps128;True;8845;Stephen Leacock;English;10
314;Adventures of Sherlock Holmes;Sir Arthur Conan Doyle;1892;ProduccioEditorial|LletrAferit|DissenySonor|VeuEnOff|NarracioIntegra|LecturaEnCatala;https://archive.org/compress/adventures_holmes/formats=64KBPS MP3&file=/adventures_holmes.zip;Ciència-ficció;Kbps64;True;37079;Sir Arthur Conan Doyle;English;12
315;Bible (KJV) 19: Psalm 133;King James Version (KJV);1611;ProduccioEditorial;https://archive.org/compress/psalm_133_librivox/formats=64KBPS MP3&file=/psalm_133_librivox.zip;Ciència-ficció;Kbps192;True;374;King James Version (KJV);English;8
316;Our Mutual Friend;Charles Dickens;1865;CulturaSonora;https://archive.org/compress/our_mutual_friend_0707_librivox/formats=64KBPS MP3&file=/our_mutual_friend_0707_librivox.zip;Misteri;Kbps64;True;120364;Charles Dickens;English;68
317;Drei korte verhaole in 't Mestreechs;Alphonse Olterdissen;1920;NarracioIntegra|AudioImmersiu|VeuNarrativa;https://archive.org/compress/olterdissen/formats=64KBPS MP3&file=/olterdissen.zip;Misteri;Kbps96;True;2763;Alphonse Olterdissen;Dutch;3
318;Anne of Green Gables (version 4);Lucy Maud Montgomery;1908;InterpretacioVocal|VeuNarrativa;https://archive.org/compress/anne_gables_0808/formats=64KBPS MP3&file=/anne_gables_0808.zip;Històric;Kbps96;True;39142;Lucy Maud Montgomery;English;38
319;History of Holland;George Edmundson;1922;EnregistramentEstudi|LletrAferit|VeuEnOff|AudioImmersiu;https://archive.org/compress/history_of_holland__0707_librivox/formats=64KBPS MP3&file=/history_of_holland__0707_librivox.zip;Fantasia;Kbps96;True;71031;George Edmundson;English;37
320;Denslow's Three Bears;W. W. Denslow;1903;LecturaEnCatala|ExperienciaAuditiva|DissenySonor|CulturaSonora|VeuNarrativa|VeuEnOff;https://archive.org/compress/three_bears_librivox/formats=64KBPS MP3&file=/three_bears_librivox.zip;Fantasia;Kbps64;True;434;W. W. Denslow;English;1
321;Story of the Three Little Pigs;L. Leslie Brooke;1904;ExperienciaAuditiva|NarracioIntegra|EnregistramentEstudi|LecturaEnCatala|AudioImmersiu;https://archive.org/compress/three_little_pigs_librivox/formats=64KBPS MP3&file=/three_little_pigs_librivox.zip;Misteri;Kbps360;True;537;L. Leslie Brooke;English;1
322;Ghost Story Collection 002;Various;0;NarracioIntegra;https://archive.org/compress/ghost_stories_002_librivox/formats=64KBPS MP3&file=/ghost_stories_002_librivox.zip;Fantasia;Kbps360;True;16141;Various;English;10
323;Lost World;Sir Arthur Conan Doyle;1912;;https://archive.org/compress/lost_world_librivox/formats=64KBPS MP3&file=/lost_world_librivox.zip;Ficció;Kbps192;True;28801;Sir Arthur Conan Doyle;English;16
324;Bible (WEB) NT 04: John;World English Bible;0;ExperienciaAuditiva|AudioImmersiu|NarracioIntegra|CulturaSonora|EnregistramentEstudi|DissenySonor;https://archive.org/compress/book_john/formats=64KBPS MP3&file=/book_john.zip;Biografia;Kbps96;True;6505;World English Bible;English;21
325;Bible (KJV) NT 26: Jude;King James Version (KJV);1611;ProduccioEditorial|LletrAferit|LecturaEnCatala|EnregistramentEstudi|CulturaSonora;https://archive.org/compress/jude_kjv/formats=64KBPS MP3&file=/jude_kjv.zip;No-ficció;Kbps360;True;323;King James Version (KJV);English;1
327;Bible (KJV) NT 20: James;King James Version (KJV);1611;VeuEnOff|VeuNarrativa;https://archive.org/compress/james_kjv/formats=64KBPS MP3&file=/james_kjv.zip;Històric;Kbps192;True;980;King James Version (KJV);English;1
331;Rainbow Valley;Lucy Maud Montgomery;1919;AudioImmersiu|EnregistramentEstudi;https://archive.org/compress/rainbow_valley/formats=64KBPS MP3&file=/rainbow_valley.zip;Fantasia;Kbps360;True;31887;Lucy Maud Montgomery;English;35
332;Wonderful Wizard of Oz;L. Frank Baum;1900;InterpretacioVocal|ProduccioEditorial;https://archive.org/compress/wizard_of_oz/formats=64KBPS MP3&file=/wizard_of_oz.zip;Històric;Kbps64;True;13491;L. Frank Baum;English;25
333;Spoon River Anthology;Edgar Lee Masters;1916;LecturaEnCatala|NarracioIntegra|LletrAferit|ProduccioEditorial|InterpretacioVocal|VeuEnOff;https://archive.org/compress/spoon_river_librivox/formats=64KBPS MP3&file=/spoon_river_librivox.zip;Fantasia;Kbps192;True;22232;Edgar Lee Masters;English;246
334;Cow;Robert Louis Stevenson;1885;NarracioIntegra|AudioImmersiu|ProduccioEditorial|DissenySonor;https://archive.org/compress/cow_stevenson/formats=64KBPS MP3&file=/cow_stevenson.zip;Fantasia;Kbps64;True;532;Robert Louis Stevenson;English;14
335;Short Story Collection Vol. 007;Various;0;LletrAferit|InterpretacioVocal;https://archive.org/compress/short_story_007/formats=64KBPS MP3&file=/short_story_007.zip;Fantasia;Kbps128;True;23755;Various;English;20
336;Diary of a Nobody;George Grossmith;1892;VeuNarrativa|NarracioIntegra|InterpretacioVocal|DissenySonor|LletrAferit|ExperienciaAuditiva;https://archive.org/compress/diary_of_nobody_librivox/formats=64KBPS MP3&file=/diary_of_nobody_librivox.zip;Ficció;Kbps64;True;15712;George Grossmith;English;25
337;Emerald City of Oz;L. Frank Baum;1910;EnregistramentEstudi|CulturaSonora|VeuNarrativa;https://archive.org/compress/emerald_city_librivox/formats=64KBPS MP3&file=/emerald_city_librivox.zip;No-ficció;Kbps64;True;19597;L. Frank Baum;English;30
338;Flag Goes By;Henry Holcomb Bennett;1919;LletrAferit|NarracioIntegra|LecturaEnCatala|VeuEnOff|AudioImmersiu|InterpretacioVocal;https://archive.org/compress/flag_goes_by_librivox/formats=64KBPS MP3&file=/flag_goes_by_librivox.zip;Ficció;Kbps64;True;889;Henry Holcomb Bennett;English;10
340;Enchanted Island of Yew;L. Frank Baum;1903;;https://archive.org/compress/enchanted_island_yew_librivox/formats=64KBPS MP3&file=/enchanted_island_yew_librivox.zip;Misteri;Kbps192;True;16938;L. Frank Baum;English;15
341;Poems of Gerard Manley Hopkins;Robert Bridges;1918;;https://archive.org/compress/poems_gerard_hopkins_librivox/formats=64KBPS MP3&file=/poems_gerard_hopkins_librivox.zip;No-ficció;Kbps64;True;17639;Robert Bridges;English;19
342;Canterbury Tales;Geoffrey Chaucer;1870;VeuEnOff|ProduccioEditorial|CulturaSonora|DissenySonor|LecturaEnCatala|ExperienciaAuditiva;https://archive.org/compress/canterburytales_librivox/formats=64KBPS MP3&file=/canterburytales_librivox.zip;Històric;Kbps96;True;69799;Geoffrey Chaucer;English;29
344;Card;Arnold Bennett;1910;LletrAferit|VeuEnOff|LecturaEnCatala|DissenySonor;https://archive.org/compress/the_card_librivox/formats=64KBPS MP3&file=/the_card_librivox.zip;Ficció;Kbps64;True;28701;Arnold Bennett;English;12
345;Universal Declaration of Human Rights, Volume 01;United Nations;1948;VeuNarrativa|ProduccioEditorial;https://archive.org/compress/universal_declaration_librivox/formats=64KBPS MP3&file=/universal_declaration_librivox.zip;Ficció;Kbps360;True;23253;United Nations;Multilingual;24
346;Hamlet;William Shakespeare;1602;CulturaSonora|DissenySonor|NarracioIntegra|EnregistramentEstudi|VeuNarrativa|VeuEnOff;https://archive.org/compress/hamlet_0911_librivox/formats=64KBPS MP3&file=/hamlet_0911_librivox.zip;No-ficció;Kbps192;True;14000;William Shakespeare;English;6
347;Twelfth Night;William Shakespeare;1623;InterpretacioVocal|AudioImmersiu|VeuEnOff;https://archive.org/compress/twelfth_night_0906_librivox/formats=64KBPS MP3&file=/twelfth_night_0906_librivox.zip;Misteri;Kbps96;True;8665;William Shakespeare;English;5
348;Pirates of Penzance;W. S. Gilbert;1879;ProduccioEditorial;https://archive.org/compress/pirates_of_penzance_1204_librivox/formats=64KBPS MP3&file=/pirates_of_penzance_1204_librivox.zip;Biografia;Kbps64;True;5874;W. S. Gilbert;English;2
350;Absolute Surrender and Other Addresses;Andrew Murray;1895;InterpretacioVocal|NarracioIntegra|DissenySonor;https://archive.org/compress/absolute_surrender_librivox/formats=64KBPS MP3&file=/absolute_surrender_librivox.zip;Ciència-ficció;Kbps128;True;13945;Andrew Murray;English;9
351;Adventures of Pinocchio;Carlo Collodi;1883;CulturaSonora|LecturaEnCatala|AudioImmersiu;https://archive.org/compress/adventures_pinocchio_librivox/formats=64KBPS MP3&file=/adventures_pinocchio_librivox.zip;Fantasia;Kbps360;True;16538;Carlo Collodi;English;36
352;Little Lame Prince;Dinah Maria Mulock Craik;1875;InterpretacioVocal|AudioImmersiu|ExperienciaAuditiva|DissenySonor|VeuEnOff|EnregistramentEstudi;https://archive.org/compress/little_lame_prince_librivox/formats=64KBPS MP3&file=/little_lame_prince_librivox.zip;Misteri;Kbps64;True;16208;Dinah Maria Mulock Craik;English;15
353;Aesop's Fables, Volume 01 (Fables 1-25);Aesop;1912;VeuEnOff|LletrAferit;https://archive.org/compress/aesop_fables_volume_one_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_one_librivox.zip;Biografia;Kbps192;True;2759;Aesop;English;25
354;Man Who Knew Too Much;G. K. Chesterton;1920;EnregistramentEstudi|ExperienciaAuditiva|VeuNarrativa;https://archive.org/compress/man_who_knew_librivox/formats=64KBPS MP3&file=/man_who_knew_librivox.zip;Ciència-ficció;Kbps360;True;20960;G. K. Chesterton;English;8
355;Marvelous Land of Oz;L. Frank Baum;1904;VeuEnOff|ProduccioEditorial|AudioImmersiu|CulturaSonora;https://archive.org/compress/marvelous_land_of_oz_librivox/formats=64KBPS MP3&file=/marvelous_land_of_oz_librivox.zip;Biografia;Kbps64;True;16366;L. Frank Baum;English;25
356;Aesop's Fables, Volume 10 (Fables 226-250);Aesop;1912;ProduccioEditorial;https://archive.org/compress/aesop_fables_volume_ten_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_ten_librivox.zip;Biografia;Kbps192;True;1970;Aesop;English;25
357;Aesop's Fables, Volume 11 (Fables 251-275);Aesop;1912;DissenySonor|LecturaEnCatala|EnregistramentEstudi;https://archive.org/compress/aesop_fables_volume_eleven_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_eleven_librivox.zip;Ficció;Kbps96;True;2158;Aesop;English;25
358;Open Library;Brewster Kahle;2005;LecturaEnCatala|DissenySonor|VeuEnOff|ExperienciaAuditiva|InterpretacioVocal;https://archive.org/compress/openlibraryvision/formats=64KBPS MP3&file=/openlibraryvision.zip;No-ficció;Kbps64;True;1047;Brewster Kahle;English;1
359;Aesop's Fables, Volume 12 (Fables 276-284);Aesop;1912;;https://archive.org/compress/aesop_fables_volume_twelve_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_twelve_librivox.zip;Ficció;Kbps64;True;685;Aesop;English;9
360;Aesop's Fables, Volume 02 (Fables 26-50);Aesop;1912;ProduccioEditorial|AudioImmersiu|NarracioIntegra;https://archive.org/compress/aesop_fables_volume_two_librivox/formats=64KBPS MP3&file=/aesop_fables_volume_two_librivox.zip;Ciència-ficció;Kbps64;True;1971;Aesop;English;25
361;Owl and the Pussycat;Edward Lear;1871;LecturaEnCatala;https://archive.org/compress/owl_pussycat_librivox/formats=64KBPS MP3&file=/owl_pussycat_librivox.zip;Ficció;Kbps360;True;2258;Edward Lear;English;21
363;Uncle Remus;Joel Chandler Harris;1880;AudioImmersiu|VeuNarrativa|EnregistramentEstudi|ExperienciaAuditiva;https://archive.org/compress/uncle_remus_librivox/formats=64KBPS MP3&file=/uncle_remus_librivox.zip;Fantasia;Kbps192;True;22364;Joel Chandler Harris;English;46
364;Parenticide Club;Ambrose Bierce;1911;ProduccioEditorial|CulturaSonora|DissenySonor|LecturaEnCatala|VeuEnOff;https://archive.org/compress/parenticide_librivox/formats=64KBPS MP3&file=/parenticide_librivox.zip;Misteri;Kbps128;True;2930;Ambrose Bierce;English;1
365;Picture of Dorian Gray;Oscar Wilde;1891;VeuNarrativa|LecturaEnCatala|VeuEnOff|ProduccioEditorial;https://archive.org/compress/dorian_gray_librivox/formats=64KBPS MP3&file=/dorian_gray_librivox.zip;Fantasia;Kbps360;True;22292;Oscar Wilde;English;13
366;Pilgrim's Progress;John Bunyan;1684;DissenySonor|NarracioIntegra|AudioImmersiu|VeuNarrativa|CulturaSonora|InterpretacioVocal;https://archive.org/compress/pilgrims_progress_librivox/formats=64KBPS MP3&file=/pilgrims_progress_librivox.zip;Ciència-ficció;Kbps128;True;44938;John Bunyan;English;24
367;Prince and the Pauper;Mark Twain;1881;EnregistramentEstudi|LletrAferit;https://archive.org/compress/prince_and_pauper_librivox/formats=64KBPS MP3&file=/prince_and_pauper_librivox.zip;Fantasia;Kbps64;True;24944;Mark Twain;English;20
368;Prince;Niccolò Machiavelli;1908;ExperienciaAuditiva|EnregistramentEstudi|AudioImmersiu;https://archive.org/compress/prince_librivox/formats=64KBPS MP3&file=/prince_librivox.zip;Ciència-ficció;Kbps96;True;21274;Niccolò Machiavelli;English;16
369;Light Princess;George MacDonald;1864;EnregistramentEstudi|ProduccioEditorial|CulturaSonora|InterpretacioVocal;https://archive.org/compress/light_princess_librivox/formats=64KBPS MP3&file=/light_princess_librivox.zip;Biografia;Kbps96;True;6240;George MacDonald;English;15
370;Five Little Peppers and How They Grew;Margaret Sidney;1881;DissenySonor;https://archive.org/compress/five_little_peppers_grew_librivox/formats=64KBPS MP3&file=/five_little_peppers_grew_librivox.zip;Ciència-ficció;Kbps360;True;25424;Margaret Sidney;English;25
371;Lost Princess of Oz;L. Frank Baum;1917;EnregistramentEstudi|InterpretacioVocal;https://archive.org/compress/lost_princess_oz_librivox/formats=64KBPS MP3&file=/lost_princess_oz_librivox.zip;Històric;Kbps192;True;19345;L. Frank Baum;English;27
372;Anne of Green Gables (version 2);Lucy Maud Montgomery;1908;DissenySonor;https://archive.org/compress/anne_of_green_gables_2_librivox/formats=64KBPS MP3&file=/anne_of_green_gables_2_librivox.zip;Biografia;Kbps64;True;34483;Lucy Maud Montgomery;English;38
373;Jude the Obscure;Thomas Hardy;1895;ExperienciaAuditiva|ProduccioEditorial|DissenySonor|VeuNarrativa|LletrAferit;https://archive.org/compress/jude_the_obscure_librivox/formats=64KBPS MP3&file=/jude_the_obscure_librivox.zip;No-ficció;Kbps192;True;53609;Thomas Hardy;English;53
374;Byways Around San Francisco Bay;W. E. Hutchinson;1915;LecturaEnCatala|LletrAferit|ProduccioEditorial|NarracioIntegra|EnregistramentEstudi|CulturaSonora;https://archive.org/compress/byways_around_san_francisco_bay_librivox/formats=64KBPS MP3&file=/byways_around_san_francisco_bay_librivox.zip;Ciència-ficció;Kbps96;True;7543;W. E. Hutchinson;English;21
375;Grimms' Fairy Tales;Jacob & Wilhelm Grimm;1823;EnregistramentEstudi|LecturaEnCatala|LletrAferit|InterpretacioVocal|ProduccioEditorial|NarracioIntegra;https://archive.org/compress/grimms_english_librivox/formats=64KBPS MP3&file=/grimms_english_librivox.zip;Fantasia;Kbps64;True;37952;Jacob & Wilhelm Grimm;English;63
376;Fanny Hill: Memoirs of a Woman of Pleasure;John Cleland;1749;NarracioIntegra|LecturaEnCatala|AudioImmersiu;https://archive.org/compress/fanny_hill_librivox/formats=64KBPS MP3&file=/fanny_hill_librivox.zip;No-ficció;Kbps96;True;34050;John Cleland;English;10
377;Autobiography of Mother Jones;Mary Harris Jones;1925;EnregistramentEstudi|DissenySonor|VeuNarrativa|LecturaEnCatala|VeuEnOff;https://archive.org/compress/autobiography_jones_librivox/formats=64KBPS MP3&file=/autobiography_jones_librivox.zip;No-ficció;Kbps64;True;20372;Mary Harris Jones;English;27
378;Fire and Ice;Robert Frost;1920;NarracioIntegra|VeuEnOff|VeuNarrativa|LecturaEnCatala|EnregistramentEstudi;https://archive.org/compress/fire_and_ice_librivox/formats=64KBPS MP3&file=/fire_and_ice_librivox.zip;Misteri;Kbps96;True;945;Robert Frost;English;23
379;Fishing with a Worm;Bliss Perry;1904;CulturaSonora|AudioImmersiu|VeuNarrativa|LletrAferit|NarracioIntegra;https://archive.org/compress/fishing_worm_librivox/formats=64KBPS MP3&file=/fishing_worm_librivox.zip;Fantasia;Kbps360;True;1722;Bliss Perry;English;1
380;Five Children and It;E. Nesbit;1902;ProduccioEditorial|NarracioIntegra|LletrAferit|VeuEnOff|ExperienciaAuditiva|DissenySonor;https://archive.org/compress/fivechildren_librivox/formats=64KBPS MP3&file=/fivechildren_librivox.zip;No-ficció;Kbps64;True;20326;E. Nesbit;English;11
381;Frankenstein, or The Modern Prometheus;Mary Wollstonecraft Shelley;1818;LecturaEnCatala|VeuEnOff|CulturaSonora|InterpretacioVocal|AudioImmersiu;https://archive.org/compress/frankenstein_shelley/formats=64KBPS MP3&file=/frankenstein_shelley.zip;No-ficció;Kbps96;True;29808;Mary Wollstonecraft Shelley;English;22
382;Gods of Mars;Edgar Rice Burroughs;1918;DissenySonor|InterpretacioVocal|LletrAferit;https://archive.org/compress/gods_of_mars_librivox/formats=64KBPS MP3&file=/gods_of_mars_librivox.zip;Misteri;Kbps96;True;27710;Edgar Rice Burroughs;English;22
383;Ghost Stories of an Antiquary;M. R. James;1904;VeuEnOff|InterpretacioVocal|EnregistramentEstudi|DissenySonor|VeuNarrativa|LletrAferit;https://archive.org/compress/ghost_stories_antiquary_librivox/formats=64KBPS MP3&file=/ghost_stories_antiquary_librivox.zip;Misteri;Kbps360;True;36399;M. R. James;English;16
384;Give Me Liberty;Patrick Henry;1775;ProduccioEditorial;https://archive.org/compress/liberty_or_death_librivox/formats=64KBPS MP3&file=/liberty_or_death_librivox.zip;Fantasia;Kbps64;True;571;Patrick Henry;English;1
385;Great Big Treasury of Beatrix Potter;Beatrix Potter;0;VeuEnOff|ProduccioEditorial|ExperienciaAuditiva;https://archive.org/compress/potter_treasury_librivox/formats=64KBPS MP3&file=/potter_treasury_librivox.zip;Biografia;Kbps96;True;12711;Beatrix Potter;English;19
386;From October to Brest-Litovsk;Leon Trotsky;1918;AudioImmersiu|ProduccioEditorial;https://archive.org/compress/trotsky_brest-litovsk_librivox/formats=64KBPS MP3&file=/trotsky_brest-litovsk_librivox.zip;Misteri;Kbps192;True;14137;Leon Trotsky;English;27
387;Mansfield Park;Jane Austen;1814;;https://archive.org/compress/mansfield_park_librivox/formats=64KBPS MP3&file=/mansfield_park_librivox.zip;Misteri;Kbps192;True;57788;Jane Austen;English;48
388;Four Million;O. Henry;1906;AudioImmersiu|NarracioIntegra|VeuEnOff;https://archive.org/compress/four_million_librivox/formats=64KBPS MP3&file=/four_million_librivox.zip;No-ficció;Kbps192;True;19868;O. Henry;English;25
389;Gettysburg Address;Abraham Lincoln;1863;LletrAferit|VeuEnOff;https://archive.org/compress/gettysburg_shurtagal_librivox/formats=64KBPS MP3&file=/gettysburg_shurtagal_librivox.zip;Ficció;Kbps96;True;100;Abraham Lincoln;English;1
390;Gettysburg Address (version 2);Abraham Lincoln;1863;LecturaEnCatala|VeuEnOff|CulturaSonora;https://archive.org/compress/gettysburg_johng_librivox/formats=64KBPS MP3&file=/gettysburg_johng_librivox.zip;No-ficció;Kbps96;True;157;Abraham Lincoln;English;1
391;Gift of the Magi;O. Henry;1906;VeuNarrativa|CulturaSonora|LletrAferit|ExperienciaAuditiva;https://archive.org/compress/giftofmagi/formats=64KBPS MP3&file=/giftofmagi.zip;Històric;Kbps360;True;802;O. Henry;English;1
392;Golden Goose Book;L. Leslie Brooke;1905;ProduccioEditorial|AudioImmersiu|VeuEnOff;https://archive.org/compress/golden_goose_librivox/formats=64KBPS MP3&file=/golden_goose_librivox.zip;Ficció;Kbps360;True;1878;L. Leslie Brooke;English;4
393;Goop Directory;Frank Gelett Burgess;1913;NarracioIntegra|InterpretacioVocal|CulturaSonora|LletrAferit;https://archive.org/compress/goop_directory_librivox/formats=64KBPS MP3&file=/goop_directory_librivox.zip;Fantasia;Kbps128;True;823;Frank Gelett Burgess;English;1
394;Liaisons dangereuses;Pierre Choderlos de Laclos;1782;AudioImmersiu|LecturaEnCatala;https://archive.org/compress/liaisons_dangereuses_librivox/formats=64KBPS MP3&file=/liaisons_dangereuses_librivox.zip;Misteri;Kbps64;True;52281;Pierre Choderlos de Laclos;French;19
395;Purple Cow;Frank Gelett Burgess;1896;EnregistramentEstudi;https://archive.org/compress/purple_cow_librivox/formats=64KBPS MP3&file=/purple_cow_librivox.zip;No-ficció;Kbps64;True;510;Frank Gelett Burgess;English;9
396;Railway Bridge of the Silvery Tay;William Topaz McGonagall;1878;ExperienciaAuditiva|CulturaSonora|NarracioIntegra|DissenySonor|EnregistramentEstudi|LletrAferit;https://archive.org/compress/railway_bridge_of_the_silvery_tay_librivox/formats=64KBPS MP3&file=/railway_bridge_of_the_silvery_tay_librivox.zip;Ficció;Kbps64;True;1584;William Topaz McGonagall;English;9
397;Raven;Edgar Allan Poe;1845;LletrAferit;https://archive.org/compress/raven/formats=64KBPS MP3&file=/raven.zip;Misteri;Kbps128;True;570;Edgar Allan Poe;English;1
398;Return of the Native;Thomas Hardy;1878;AudioImmersiu|VeuEnOff|InterpretacioVocal|CulturaSonora|LletrAferit|ExperienciaAuditiva;https://archive.org/compress/return_native_librivox/formats=64KBPS MP3&file=/return_native_librivox.zip;Misteri;Kbps192;True;63322;Thomas Hardy;English;49
399;Rhodora;Ralph Waldo Emerson;1847;VeuEnOff|AudioImmersiu|InterpretacioVocal;https://archive.org/compress/rhodora_librivox/formats=64KBPS MP3&file=/rhodora_librivox.zip;Biografia;Kbps64;True;517;Ralph Waldo Emerson;English;6
